kbb_price,trade_in_value,accepted
12508,7619,0
10806,6683,0
17231,11280,1
9829,7061,1
12658,3406,0
8682,4447,1
15410,10625,0
15102,6223,1
6209,2896,1
14037,5313,0
12325,5251,0
11967,8575,1
7938,1631,0
14854,10938,0
7222,2761,0
15365,5683,0
13371,10149,1
5467,2301,0
9125,5063,0
9834,4118,0
10258,4121,0
8613,2328,1
12316,3687,0
8762,4528,0
9504,4631,0
11468,3127,0
13449,7315,0
12772,4907,0
10447,4010,0
21773,14602,1
12879,3180,0
9438,5130,0
14930,9349,0
7137,2946,0
15008,11039,1
12267,3150,0
13962,6345,0
11211,7247,0
16883,5525,0
13013,7273,0
9224,6817,0
12857,4263,0
11374,5451,1
9417,3049,0
11926,5331,0
14862,7448,1
8720,3165,0
15653,11147,1
13262,7786,0
9777,6874,1
15402,11576,1
10715,5396,1
13994,3000,0
16115,5674,0
10941,3797,0
13588,0,0
15697,7999,0
15058,6068,0
10663,8429,0
15067,6575,0
14358,6688,0
17818,4088,0
12215,4407,0
15919,10059,0
5082,3179,0
9790,6544,1
16496,5603,0
7276,3455,0
7716,2523,1
9663,3510,0
16370,6788,1
10854,3247,0
4705,1957,0
10425,6008,0
13694,10386,1
13249,9602,0
16422,6026,0
10559,5458,0
11048,6553,0
13308,2769,0
10844,6100,1
13684,7568,1
7245,4049,0
10943,6733,1
12230,9208,1
12796,3082,0
11037,6274,0
10638,5373,1
6509,4832,1
16611,6502,0
14406,0,0
12331,9028,1
10721,7910,0
11361,4088,0
12725,10034,1
11823,5308,0
10281,2276,0
9953,5672,0
10429,2951,0
3344,1167,0
15945,12339,1
8050,4300,1
12171,9257,1
11189,6383,0
8558,3569,1
11611,7465,0
9487,2020,0
7589,1964,0
15597,5934,0
15324,8465,1
11694,8412,1
13344,5490,0
5762,1237,0
8075,2001,1
9413,5308,1
8935,5774,1
17964,6727,0
7439,2076,0
9731,5890,0
12424,8142,0
16999,7540,0
14363,6307,0
11992,6807,0
11184,7740,1
11257,5689,0
13685,2983,0
12303,3378,0
11447,3215,0
9824,2390,0
11374,4325,0
15216,8188,1
8778,5496,0
12370,6200,0
10591,7109,0
14818,8531,0
12436,9478,1
11676,6832,1
16497,11930,1
17278,7391,0
18537,0,0
10271,7174,0
13743,7381,0
12349,9001,0
14614,4022,0
11989,8774,1
10540,6071,0
11682,4464,0
3867,2237,0
16065,6876,1
8745,3602,0
9868,4387,0
8354,5346,0
16720,12643,1
15495,8668,1
12876,2663,0
15344,6526,0
12344,4487,0
14591,9815,0
12279,4615,0
9211,1962,0
12077,9000,1
6160,4175,1
12545,7265,0
11807,4922,0
8865,3444,0
17234,8317,1
11813,7862,0
10100,3217,0
14371,5195,0
6491,2891,1
9378,3464,0
12132,6476,0
14048,9171,0
16504,4854,0
9726,4796,1
11501,8070,1
9504,4386,1
13321,4343,0
11701,9213,1
11429,8788,1
10135,6395,1
7773,5558,1
11559,5803,0
14734,3580,0
11463,3599,0
15706,12382,1
14291,7343,0
4877,1128,1
20359,5486,0
10097,7097,1
20415,9311,0
13142,5404,0
13179,4889,1
14284,10363,1
10827,5715,0
11042,5806,0
11882,7403,0
14807,8285,1
10227,4829,0
6929,3653,1
9104,5892,0
15797,3448,0
14273,8634,1
13391,5330,1
10677,3886,0
7683,4945,1
10563,7254,0
11494,2867,0
12479,7116,0
7539,1872,0
11068,6348,1
6905,1510,0
9630,6673,1
12276,3262,0
12237,5474,1
10914,2957,0
12211,6067,0
13812,7223,1
10714,3047,0
5306,2754,0
16147,11498,0
8013,1115,0
12352,8057,1
17647,12940,1
13545,4858,0
12480,3593,1
12123,6952,0
14012,5685,0
12784,4186,1
15921,6666,0
4910,1037,0
13834,4304,0
12143,8716,1
12889,8523,1
14245,4330,0
13087,8686,0
13191,3195,0
12887,9948,1
9496,5980,0
14014,8386,1
11808,4926,0
11670,5483,0
12606,7654,0
9200,2969,0
11081,4634,0
10078,3302,1
15212,5324,0
12789,4589,0
13221,3157,0
12967,7373,0
11755,8751,1
15396,3980,1
11613,4545,0
7988,1770,0
13045,3775,0
10809,4464,0
11637,3500,0
13903,10333,1
15703,12059,0
13666,3891,0
14283,4626,1
9932,4172,0
7118,5175,1
13101,9481,0
12654,7272,1
10427,7210,1
14340,10313,0
17868,12529,0
12890,7643,0
11698,4259,0
12830,3025,0
10678,3875,0
12729,3013,0
10777,3137,0
13187,7277,0
7314,5397,0
7478,4738,0
12327,4754,0
10291,4718,1
13315,5091,0
13011,5199,0
9023,3205,0
13195,4292,0
11303,3915,0
11732,2667,0
11424,4126,0
17050,4836,0
12600,6484,1
17732,10323,0
14028,6230,0
13291,9015,0
14404,6253,0
14745,5583,0
12142,6327,0
14006,4025,0
17017,7547,0
13018,8823,1
13195,9164,1
18139,7645,0
12653,4704,0
12786,8723,0
13490,5228,0
10251,2872,0
9948,6457,1
12946,4527,1
15123,4477,1
8715,5207,1
10809,7415,1
9752,2153,0
14999,6647,0
11674,2649,0
14831,5964,0
8670,6370,1
16827,9478,0
15430,7850,1
14154,7201,1
10950,6241,1
12995,6002,0
12251,3145,0
12665,6447,1
13417,2874,0
13404,9720,1
18608,8098,0
14688,8745,0
13490,5212,1
10483,2434,0
17837,5219,0
16648,3395,0
13105,5916,0
13042,4360,0
14884,7637,0
11788,6712,0
13368,3905,0
10570,4338,0
9431,3875,0
12421,6511,0
13468,3633,0
12113,8828,0
9418,5525,0
12646,9438,0
14954,8814,0
13610,8974,1
13056,5690,0
16269,10397,1
8016,2366,1
18300,10457,0
9369,5143,1
8861,5337,0
9076,4264,0
14521,7965,0
23625,4861,0
11127,6264,1
11521,2895,0
13849,9112,0
10295,4531,1
10958,7460,1
10749,2496,0
7909,3726,1
10473,3004,0
15420,4258,0
11326,7236,0
15193,10178,0
11378,4628,0
10949,2194,0
12986,6902,1
12712,6819,1
8054,4491,0
11059,7532,1
18803,4376,0
11410,5948,0
12255,9094,1
8258,2279,0
7532,4796,0
10421,6871,0
14870,9690,1
15494,7404,0
12758,9295,1
10201,2125,0
10540,6535,0
10989,4054,0
15196,4207,0
11375,2599,0
12221,6077,1
15209,3090,0
12869,3904,0
17265,4996,0
12981,8536,0
9801,5469,1
12011,2523,0
16196,11859,1
13367,5857,1
11316,3097,0
9056,5782,1
9302,3124,0
10228,1140,0
14100,3835,0
14327,6575,0
9345,5627,0
8366,6369,1
16347,4977,0
11721,8591,1
14916,3902,0
17289,10883,0
9318,5826,0
10503,2301,0
9961,4566,0
13468,5183,0
16057,1648,0
12688,2636,0
15105,9190,0
7358,1601,0
19248,7487,1
13207,4243,0
12525,3917,0
9213,3584,0
16968,5248,0
21262,13270,0
7916,6081,0
11906,7445,1
13795,10844,1
12724,5010,0
9594,3238,0
18681,5151,0
2187,1098,1
13440,4051,1
11315,3009,1
14545,10515,1
8557,1872,0
14261,10313,0
10701,3676,0
9435,3602,0
12801,5068,0
11631,7669,0
11386,6756,0
12466,4773,0
10734,6095,0
14801,4272,0
12299,9161,0
20161,11629,0
12876,9859,0
9882,4121,0
9256,5781,0
11531,8269,0
7735,4927,1
10832,7080,1
15407,7008,1
11426,6756,0
13300,3662,0
10489,4535,0
11394,7596,1
17752,11833,1
16066,10970,0
7631,2964,0
9893,2986,0
15322,4877,0
12573,8257,0
14701,8890,1
16542,11376,1
7934,5423,1
11145,6386,0
14907,9091,1
20292,8681,0
12072,7020,0
12968,4366,1
9184,6072,1
10149,3074,0
12602,8033,1
11064,5483,1
12634,9295,1
13366,5124,1
9229,3579,0
13219,4622,0
10172,2882,0
12047,2420,0
10764,7429,1
16488,7813,0
12156,7316,1
14781,8562,0
9911,3724,0
14411,7266,0
13175,6844,0
12190,2773,0
9911,3824,0
13104,8117,0
12460,3884,0
18630,11845,1
10852,3442,0
17083,7146,0
10185,631,0
11738,4740,0
12745,10191,1
17069,8863,0
10526,6811,1
9988,6297,0
11166,3250,1
9983,4056,0
9706,7594,0
6726,4560,0
13980,3439,0
8491,1771,1
11492,5005,0
15775,10875,1
12814,7733,1
6904,4236,0
15681,8377,0
13814,9735,0
14393,7394,1
11456,4232,1
9967,6764,0
10540,3708,0
11875,4611,1
12528,4028,0
10722,7463,1
11767,8504,1
13262,8611,0
12292,8474,0
12978,5663,0
7922,5640,1
6754,1383,0
12016,7428,1
12144,4397,0
12051,6515,0
13988,7071,0
12390,5990,0
14012,8785,0
13591,6512,0
18419,12573,0
9096,5093,1
12952,6166,1
10165,6377,1
7797,1568,0
14959,6546,0
10310,2923,0
8136,4856,0
8259,6584,1
12145,8243,0
15978,8403,0
11687,3332,0
12057,8640,1
18246,9399,0
13120,3021,0
11473,4694,0
16170,1054,0
9931,3292,0
11607,4291,0
11545,6341,0
11200,7363,0
6876,3505,0
12264,6584,1
15244,5196,1
15067,4164,0
7876,1010,0
12165,4082,1
13400,3159,0
15932,10525,0
10852,4810,1
6935,1411,0
10951,8706,0
11400,2330,0
8419,2890,0
8607,4597,1
13440,3363,0
9898,7347,0
11026,5150,1
9223,4678,0
9723,7160,0
15504,6227,0
12259,3653,0
15376,9801,1
18179,6985,0
13632,3311,0
9017,3777,0
12762,10116,1
10710,4672,0
12404,9302,1
9023,3342,0
5043,2809,0
12790,3441,0
11525,3683,1
12114,4192,0
11433,4916,0
8535,5408,1
17789,12232,0
15722,8592,1
8635,5718,0
10881,7236,0
7332,3279,0
15047,11701,1
11366,3775,0
10010,4035,0
9379,7341,1
12214,3659,0
10735,6935,1
12610,1035,1
8750,2720,1
14510,10760,0
15524,8429,1
8624,5174,1
9801,5159,0
11617,6610,0
11195,2462,0
15248,10013,1
5138,2188,0
6956,5466,0
14345,7249,0
12599,8462,0
16879,5837,0
6200,1457,0
13628,10800,0
8544,3981,0
12168,8159,0
9298,5864,1
15512,7529,1
9197,5996,1
9671,2081,0
7823,3493,0
5796,2744,0
11991,5579,0
15989,4332,0
11257,5881,0
13226,10537,1
13574,6419,0
11473,7648,1
14338,1766,1
11152,6901,1
13625,6493,1
15711,5445,0
14328,7433,0
14064,3672,0
10532,2308,0
6942,1906,1
9807,2563,0
13183,4283,0
15527,9309,0
11942,7329,1
11328,7730,0
18171,5489,0
9034,3673,0
4570,1393,1
9512,2008,0
8133,2245,0
17879,7945,1
8650,3560,0
9560,6066,1
8785,4886,1
11958,2698,0
13174,8102,0
13986,7640,1
9259,2223,0
9732,5475,0
8490,3738,0
13023,9155,1
12984,5733,0
15420,6923,1
9533,2567,1
13125,3188,0
16038,10526,1
16413,3574,0
8856,4730,0
6890,1601,0
9280,5297,1
14807,8312,1
13243,6192,1
10669,5710,0
10005,6107,1
9902,3150,0
14764,3904,0
14777,9489,1
15011,4627,0
13675,7734,0
16243,3592,0
12666,4615,0
10306,7002,1
11055,8543,1
10240,3518,1
16194,11340,1
9178,2085,0
10499,5116,0
11025,2979,0
11520,3104,0
16615,10833,0
13230,9138,0
15241,6988,0
11614,7612,0
13778,8093,1
13500,8316,0
12548,5288,0
10524,4425,0
14251,3944,0
10125,7772,1
16006,6149,0
10097,2626,0
10438,4472,0
12838,10235,0
13172,5962,0
8276,5296,0
10080,1091,0
7040,3682,1
9334,2602,0
12217,6082,1
11887,7907,0
14453,11432,1
14755,4484,0
7911,4058,1
7307,1957,0
10755,6590,1
10984,7584,1
11177,3265,0
13454,8944,1
13993,6712,0
12240,5398,0
10830,2814,0
16024,7842,0
8316,3542,1
9188,4869,0
10011,2825,0
11342,2941,1
14215,9934,0
11854,3285,0
14313,10563,0
10531,6811,0
18281,4566,0
8647,3185,1
13180,9660,0
13633,3635,0
7812,2986,0
17699,4143,0
11569,2412,0
13732,6953,0
6623,2040,0
12016,9129,0
9125,6381,0
5976,1818,0
10848,8396,0
13017,3391,0
10668,5336,0
12985,9820,1
13836,6810,0
6744,3614,0
7494,1561,0
11451,5012,0
8159,1849,0
10035,5035,1
8336,6655,1
15940,6366,0
18922,10121,1
13136,3370,0
8812,1973,0
16908,5297,0
14981,6645,0
11262,3209,0
8492,1833,0
15235,9348,0
9492,1010,0
10172,8113,1
15089,3372,0
9961,5363,1
8590,2700,0
15693,4578,0
13855,6839,0
9213,3212,0
10587,7090,1
16374,9633,0
11748,4559,0
8866,6147,1
11823,9116,1
9392,6669,0
11026,5445,0
11371,7589,0
18290,6669,0
13522,7711,0
14990,10750,0
12756,4491,0
12787,5475,1
11823,9418,1
12195,8869,1
12826,6044,0
10255,4416,0
12942,4776,0
12412,6198,1
8422,2854,1
12990,3821,0
7938,2538,1
13308,4748,0
11808,8843,0
15475,3159,0
17314,12319,1
11097,7169,1
9489,7015,0
13264,7140,0
11691,4331,0
12443,2923,0
9289,5020,0
15270,4756,0
12087,7717,0
14063,9975,0
9681,2957,0
11153,2866,0
12096,7296,1
14655,11422,1
11387,8428,1
9806,4845,1
13195,8728,1
7935,1984,1
11154,8801,0
13494,3348,0
10203,3286,1
11541,5633,1
14803,11727,0
8629,4617,0
9761,5704,1
14770,4391,0
10234,5755,0
15255,5166,1
10247,4074,0
12116,4467,1
16853,7702,0
11725,4799,1
10683,4466,0
14778,10745,0
15875,10944,0
15153,5031,0
12434,7810,1
10374,6812,1
9192,2666,0
6418,1325,0
11370,5684,1
11524,3936,1
9422,7178,0
13559,6380,1
12448,5931,0
17035,7635,0
11888,9058,1
13959,3490,0
10964,3990,0
13015,5436,0
13793,7218,0
13077,6665,0
9258,4931,1
9826,3625,0
15542,4769,0
12567,8257,0
14637,9584,1
13796,2926,0
12480,9470,1
9801,4462,1
8349,5606,1
2320,1112,0
10338,7468,1
10658,5211,1
14056,5307,0
8536,5888,1
11203,7458,0
12212,3411,0
6731,4362,0
15031,9463,0
10923,5860,1
11651,9254,1
13568,6750,0
7232,1873,0
8688,3188,0
16264,12715,0
13571,2917,0
11851,6621,1
12995,3989,1
6286,2085,1
9368,7157,1
15021,3879,0
15024,9672,0
15653,10702,1
13170,2706,0
9433,5107,1
20880,15202,0
8013,3234,0
6989,1590,0
5902,3710,1
12726,2752,0
12956,4042,1
14102,6712,1
16263,8019,1
10423,5834,1
11494,7738,0
7317,5674,0
16671,5084,0
7577,3481,1
14214,4428,0
12781,9144,1
12731,4920,0
12577,8585,1
14295,11123,0
15777,10833,0
16601,7439,0
8891,3096,0
4972,2439,0
13627,5896,0
10282,3330,0
15434,9301,0
11588,7310,1
13943,4139,0
17365,6414,0
13201,5843,1
14953,9615,0
14012,5290,0
13309,4670,1
13627,3856,0
8338,2254,0
16454,12352,0
6331,3195,1
6214,2235,0
9090,5989,0
9873,3829,0
15455,11505,1
9604,3604,1
12241,9610,0
10555,7738,1
12734,3480,0
13542,3318,0
12819,3528,0
15568,7819,0
7619,3771,0
12240,4915,0
11431,3809,0
8920,2136,1
9728,6287,0
11554,5574,0
16570,7699,1
11011,6699,0
13047,5554,1
13150,5053,0
11061,6133,0
10703,5926,0
24511,13591,1
14211,5145,0
9050,6835,1
4851,3048,0
9051,6703,1
13703,5309,0
14756,4166,0
14898,7784,1
8042,4914,0
9965,4766,1
7608,2812,0
12809,6239,0
13407,6616,1
8786,3183,0
14457,4949,0
6853,4895,0
15592,6599,0
10731,3619,0
9526,6947,1
12786,4669,0
16799,12205,0
14609,6397,1
10025,7789,0
8539,5345,0
14346,9528,0
12472,2579,0
11315,4546,0
13923,5203,0
16398,3731,0
9447,3738,0
12462,7845,0
10850,5134,0
11320,6771,0
12808,7902,0
12190,7603,0
14638,6516,0
15702,10294,0
9231,2282,0
11928,7198,1
11953,4823,0
7301,2184,0
7167,1974,0
10734,4457,0
16415,6736,1
11174,3554,0
8812,5286,0
12183,6300,1
10864,3163,0
8316,3960,1
10639,4341,0
9047,5612,1
19890,9138,0
15552,9192,0
12880,10199,1
13299,3071,0
14905,8026,1
15572,6262,0
16275,6913,1
10306,3907,0
6585,1414,0
8056,5648,1
12757,3328,0
12494,4959,0
10048,5985,0
16378,8676,0
14228,4924,0
16848,10287,0
13074,3528,0
13589,5663,0
19589,8455,0
10282,5781,1
11267,7573,0
7320,1775,0
15056,8043,0
14765,10086,1
11912,5347,0
12477,4882,0
11776,3602,0
16126,12357,1
19202,4395,0
11247,3519,0
9526,2368,0
13629,7211,0
7333,4499,1
19681,3990,0
13542,7870,0
9438,4035,1
11383,5318,0
12935,6871,1
9530,2299,0
7725,2261,0
13730,7612,0
14039,4509,0
16808,6071,0
10771,6236,0
9295,4753,0
12583,9205,0
17336,5661,0
12994,7440,1
13420,8373,0
11010,6235,1
8941,4970,0
13274,10298,0
9293,2399,0
10301,4671,0
9389,2799,1
7499,1516,0
18044,12412,1
14739,5849,1
12169,5561,0
9871,7428,0
13614,4098,0
13103,5248,0
13488,6478,0
15068,9973,0
11682,7366,0
13321,8015,1
14557,4906,0
12616,9026,1
11221,7061,1
16749,5428,0
12483,0,0
14075,7398,1
9843,2585,0
15738,3574,0
5731,1610,0
7324,3628,0
14484,4643,0
13201,8009,1
15028,5906,0
7299,2925,0
14680,3921,0
10705,5513,0
10573,7634,1
9426,2677,0
13024,8473,0
13105,5722,0
19060,4591,1
11774,0,1
12136,3514,0
14552,6367,0
7454,4857,0
16607,8818,1
11798,4727,0
18774,4079,0
13442,6405,0
13902,7014,1
15001,6236,0
13279,8182,1
13197,6687,1
9521,2277,1
12861,8837,0
11099,8272,0
11534,5743,0
8850,4157,0
12015,4744,0
12538,9388,0
14117,9028,1
12070,5433,1
12298,3298,0
11873,7076,1
12214,6635,1
8093,5678,0
12746,7552,0
16803,9415,1
13432,10506,0
6675,4985,0
11741,2814,0
12149,2589,0
10800,3812,0
16050,9454,0
12663,3925,0
9829,2510,0
8974,3039,0
7358,2179,0
14995,9238,1
14345,9552,1
17927,12857,1
9374,6832,1
16482,10130,0
10146,2077,0
11469,5282,1
15503,9980,1
10615,2728,0
13251,9990,1
10057,6419,1
17323,13219,1
11618,4601,0
14899,4359,0
6347,2825,1
15612,12043,1
10576,5875,0
12329,7990,1
14375,5827,1
12713,3411,0
8322,4901,0
9555,6836,0
14097,5927,1
7455,3457,1
16205,5423,0
18056,13291,1
14258,8766,1
8730,2509,0
13710,9715,1
11122,4109,0
6221,3560,0
12501,2927,0
16574,12141,1
15381,4295,0
5371,2869,0
17118,4237,0
15382,3863,0
13057,7621,1
9195,3748,0
15249,5504,0
11328,8778,1
13484,6889,1
9024,5290,0
7049,2818,0
11839,6519,0
13939,7104,0
12852,5868,0
6248,3002,1
11174,7238,0
12539,3722,0
13383,6075,1
12360,4117,0
11155,5492,0
8019,5202,0
18720,6549,1
13719,10482,1
10957,6648,0
11936,6612,1
11196,7754,0
14351,4534,0
14184,5093,0
9381,2093,0
5033,2228,0
11623,6768,0
13018,2895,0
12545,8799,1
11484,4956,0
18497,6578,0
8621,6835,1
7626,5282,1
12365,2667,0
14801,7626,0
14235,7567,0
15041,7240,0
15621,7571,1
13341,7873,1
11564,3292,0
9352,3682,0
14320,4594,0
17387,6422,1
9701,5910,1
11849,5663,0
8645,1941,0
16050,7844,0
13845,4246,0
13364,4437,0
10856,4324,1
7413,4330,0
13308,4524,1
12579,5550,0
10225,7029,1
10148,6966,0
13154,7013,0
7956,3540,0
12289,2672,0
16042,5773,0
11951,4409,1
11683,5801,0
10557,5837,1
9849,7011,1
13021,2845,0
13767,3178,0
15129,3684,0
14630,8743,0
16155,11004,0
10603,6160,1
11758,4902,0
11651,8246,1
7366,2916,0
14312,9683,0
17350,10560,0
14164,3183,0
10086,7444,1
11544,2803,1
9356,5709,0
13678,6865,1
14239,9359,0
16477,11006,0
12485,8700,1
13739,3181,0
8568,4516,0
13061,4934,0
9178,2170,0
14577,4110,0
16452,9836,1
7791,5467,0
14967,5095,0
8128,1960,0
12155,7617,0
10375,5701,1
15574,4313,0
8187,2747,0
14774,9029,1
10768,3917,0
14470,5055,0
15653,6530,0
17217,4098,0
14664,3675,0
8340,3794,1
6335,3487,0
11419,2290,0
12047,2762,0
6601,1747,0
10644,3341,0
12482,5082,1
6339,3474,1
10793,3326,0
9020,3548,0
12388,2796,0
11600,7354,0
15933,7727,0
8852,5058,0
8635,3482,1
9514,4634,0
16333,4742,0
16199,7546,0
12127,2833,0
11293,2679,0
10251,7834,0
5970,2836,0
15388,6755,0
14831,6871,0
15094,8709,0
18673,6607,0
15018,3665,0
15867,8668,0
5064,3091,0
11569,2819,0
11102,5461,0
13821,10715,1
9243,4853,1
13600,10446,1
8766,3094,0
13287,9668,0
11016,6150,0
11046,6411,0
8650,3891,0
15248,4838,0
14462,0,0
15970,11022,1
12050,2276,0
11616,5748,0
8793,1881,0
10008,4018,0
12709,10105,1
16677,11081,0
8894,1793,0
9975,2128,0
13592,8235,1
9629,3117,0
14026,10152,1
11381,3817,0
20024,6541,0
12817,6167,1
6972,4498,1
10510,5804,1
12413,3156,0
17234,9485,0
16150,7548,1
6576,3651,0
16144,5717,0
9792,6706,1
14185,9474,0
14533,0,0
18224,7989,1
8177,2145,0
14748,10890,1
10656,5226,1
17030,12154,1
12305,6999,0
15082,9931,1
14468,2922,0
15565,5581,0
13462,4404,0
11013,2803,0
16428,4967,1
16149,6905,0
12279,3647,0
13801,6294,0
14665,8306,0
9947,7369,1
13721,4786,0
6992,3454,1
4278,2764,0
15942,4881,0
11827,9361,1
8689,5522,0
14623,5049,0
14612,9004,1
10960,6621,0
13026,6576,0
8921,5216,1
10970,5323,1
6901,4236,0
13839,2994,0
15523,5130,0
10099,3941,1
13178,6938,0
12830,6034,1
11550,8535,1
12337,9078,1
14482,6641,1
7399,5755,1
11891,8150,0
9570,6040,0
13724,9988,0
11805,8669,1
6646,1514,0
12687,3903,0
8234,1908,1
15602,7340,1
13716,7745,0
11932,6666,0
10531,2990,0
19520,6013,0
12193,9375,0
15507,9614,1
10386,5014,0
13111,2689,0
13543,10758,0
10894,5626,1
13273,5740,0
12108,4908,1
14155,9030,0
15724,7364,0
9816,5725,1
13298,9938,1
5860,1288,0
10331,6192,0
19767,5711,0
10852,8616,1
8959,5119,0
12339,6777,1
14930,8942,0
18252,12989,1
7600,1936,0
8334,2877,1
16911,7511,1
5654,1909,0
16349,8518,0
11658,5752,0
9268,3204,0
11543,8477,0
12349,6179,1
17660,7610,1
15598,7569,0
12014,6213,0
13607,4102,1
11092,3665,0
13722,727,0
13666,3544,0
17334,6713,0
10129,5875,0
14079,4269,0
14008,7241,1
13786,6968,0
9273,4073,1
14319,3492,1
10622,2563,0
15384,3273,0
15529,5462,1
15070,5451,0
9317,4876,0
8793,6473,0
8850,2929,0
10654,2706,0
13051,7174,0
8983,1932,0
14731,6365,0
5675,3483,0
12061,8609,0
13734,4137,0
8002,2342,0
12176,4230,0
12482,2919,1
10039,7686,0
6903,5330,1
11050,2901,0
12122,3465,0
15279,11967,1
12883,4236,0
16822,12673,0
10043,4493,1
9799,3268,0
12859,4293,1
11868,5968,0
10322,3189,0
14801,6368,0
14904,2992,0
16769,4714,0
11438,5800,0
14334,3620,0
13724,9455,1
12734,2672,0
8280,6092,0
13769,5382,1
12847,4985,0
11837,3148,0
11446,2903,0
15437,10269,0
16325,4184,0
8073,3244,1
11947,2778,0
9868,3959,0
11423,2908,0
16124,10885,0
12392,8857,0
13001,5068,0
16818,10229,1
11064,2608,0
15636,2822,1
15469,4447,0
16669,7406,0
5368,3241,0
16053,12024,0
16704,10674,1
10717,6592,0
8641,5024,1
15199,4533,1
12605,5620,0
9452,1969,0
8689,2739,0
10654,2443,0
12663,5206,0
5354,2895,0
15051,6265,0
9564,6814,0
18452,7671,0
13353,4176,0
11204,5464,0
9776,3429,1
3634,957,0
13393,7818,0
9497,2748,0
7442,2237,0
15538,4085,0
13864,7054,0
6815,1499,0
10025,2024,0
11986,5630,1
14488,3413,0
12444,7126,1
7617,5965,0
7926,6123,0
17631,6976,0
13775,9144,0
8239,5503,0
12547,2641,0
9719,7770,1
13384,10590,1
14657,3284,0
11772,5118,0
9665,6528,0
15092,4411,1
14282,10936,1
11125,8056,1
9979,4959,0
11391,7918,1
15412,3223,1
12856,3200,0
11243,4219,0
11827,9396,0
7277,1745,0
10409,7285,0
6862,3426,0
9817,3187,0
15405,7910,1
6838,2889,1
14957,7665,0
11694,3673,0
14082,4404,0
8518,4577,0
10476,3501,1
13205,9049,1
23113,12132,1
9531,4470,0
12321,8545,0
10671,4649,0
12720,9083,1
10858,4800,1
5853,4346,1
13675,1822,0
10685,7466,0
14064,3018,0
12550,2899,0
9664,6799,0
9742,2829,0
12064,3880,0
13932,8424,0
12944,0,0
10512,5913,1
13365,10018,0
9536,7365,0
12114,5115,0
13164,6182,1
7406,3207,1
9983,3099,0
9885,7028,0
12557,3801,1
12121,8936,1
12574,5560,0
10631,4086,0
9684,4937,0
9269,3279,0
6984,4148,0
14767,6638,1
15778,4893,0
8713,6849,1
15046,7971,1
13258,5425,1
11844,3550,0
13725,5788,0
10214,2735,0
15807,8620,0
10112,2237,0
12264,2470,0
12633,2734,0
9691,6144,0
17546,8273,0
10233,7318,0
13140,5949,0
12635,7461,0
17131,4119,0
10079,6677,0
9794,4870,0
14469,3470,0
11657,3818,0
11040,5822,0
9494,2490,0
12167,2931,0
9115,6868,1
12676,7291,1
10196,3601,0
9569,7586,1
7985,4964,1
14013,4748,1
15481,9584,0
14772,5435,0
9848,7668,0
13772,10274,0
11605,7958,1
14908,5511,0
15406,4687,0
11410,5120,0
13294,2993,0
18300,7921,0
10537,1868,0
10126,7265,1
13260,4709,0
10642,3111,0
12054,2701,0
13509,2873,0
16072,8051,0
6030,3398,1
12329,3576,0
9808,5348,0
10789,2162,0
16136,4238,0
7073,2285,0
11002,8417,1
8823,6406,0
7957,2078,0
13511,2446,0
12896,6807,1
15397,10148,0
9012,5124,0
12601,0,0
15374,8727,0
9797,5449,1
12020,4249,0
14871,11835,0
8155,1994,0
10353,7142,0
12173,6556,0
11195,5501,0
17474,13162,0
6013,1720,0
11449,5782,0
12854,5750,0
11985,7152,1
11620,8504,0
8471,6372,1
9415,2150,0
11266,3203,0
13609,5166,0
11415,3310,0
15679,5577,1
12050,6172,1
10475,7567,0
12984,5908,1
12600,6861,0
16387,9685,0
10663,0,0
7743,1850,0
6082,4596,0
11804,4086,1
21182,5212,0
10606,4778,0
16314,4071,0
10787,7342,1
13276,4032,0
7048,2012,0
9704,4779,1
12432,1438,0
7649,4827,0
10339,5275,0
11160,8200,1
18871,13922,1
7308,1771,0
9713,6547,0
11568,3112,0
15099,10522,1
4804,3081,1
15792,12261,1
11565,4907,0
14949,11005,1
9617,6310,0
11408,5262,0
19954,3779,0
12785,7956,1
15205,11051,0
17081,10000,0
13146,6390,0
14017,9834,0
4215,1775,1
17058,4783,0
10442,6997,0
11700,8188,1
12588,4103,0
14437,8292,0
9293,2713,0
13550,4785,0
9474,2058,0
10459,7957,1
17301,9163,0
12528,2750,0
7461,4891,1
10415,2485,0
8358,4932,0
12846,8129,1
14023,8027,0
15026,8226,0
9808,2172,0
11207,5497,0
10056,7117,1
16188,7615,0
17994,4821,0
13422,3606,0
11179,5920,0
12036,7328,1
12378,4757,1
14408,9560,1
10616,5335,0
9606,7649,1
13766,4226,0
13510,3177,0
10195,4749,0
12493,4104,0
14251,5598,0
13587,3504,1
15383,6418,0
19303,6619,0
15345,11245,0
12075,1706,1
9432,5551,1
12121,8176,0
11701,4422,0
13304,8374,1
13435,4350,1
12109,4473,0
12199,3550,0
11153,7048,1
11067,7152,1
15376,8648,1
10385,2853,0
12029,3481,1
14325,8539,0
7684,5885,1
11304,4233,0
10232,5325,0
9662,2308,0
12896,8818,1
5818,3471,1
14538,3823,0
10961,4914,0
11071,2230,0
14995,4278,0
11390,7632,1
13948,7946,0
9486,2198,0
10893,4322,1
14809,4723,0
12898,8527,1
12064,8820,0
14950,9930,0
7773,3064,0
12624,3812,0
8375,4819,0
12282,2585,0
17159,8350,0
16092,3449,0
14769,8817,0
15024,8623,1
